2026-02-04T20:55:13.413007,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.421186,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.447067,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.454073,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.460067,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.466082,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.473080,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.481081,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.487066,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.493073,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.499073,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.505075,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.511583,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.517583,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.524584,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.531584,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.538583,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.545584,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.551583,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.559584,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.567583,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.573586,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.580583,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.588587,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.596591,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.602592,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.609115,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.615119,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.621115,10.249.37.11,167.99.19.135,51555,443,TCP,54
2026-02-04T20:55:13.628207,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.634205,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.639211,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.645209,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.651205,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.658217,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.664206,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.671215,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.678205,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.687205,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.701221,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.709400,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.715407,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.724400,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.732408,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.740399,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.746401,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.752769,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.758781,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.765088,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.771088,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.778087,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.784477,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.790828,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.797846,167.99.19.135,10.249.37.11,443,51555,TCP,1424
2026-02-04T20:55:13.805855,167.99.19.135,10.249.37.11,443,51555,TCP,1424
